0	833
1	930
2	644
3	900
4	876
5	602
6	485
7	427
8	1372
9	464
10	1133
11	474
12	726
13	688
14	804
15	1264
16	452
17	604
18	448
19	944
20	597
21	989
22	935
23	1012
24	1046
25	556
26	1211
27	1053
28	1080
29	1277
30	1063
31	641
32	968
33	905
34	420
35	1111
36	181
37	590
38	782
39	642
40	1475
41	1340
42	1452
43	651
44	980
45	788
46	702
47	709
48	749
49	621
